1,0.46,293
2,0.80,586
3,1.13,1075
4,1.53,1759
5,1.87,2541
6,2.23,3225
7,2.53,3910
8,2.73,4496
9,2.93,4887
10,3.04,5180
11,3.12,5376
12,3.16,5571
13,3.20,5571
14,3.20,5571
15,3.16,5571
16,3.16,5474
17,3.12,5376
18,3.08,5278
19,3.08,5278
20,3.04,5180
21,3.01,5180
22,3.01,5083
23,2.97,4985
24,2.93,4985
25,2.93,4887
26,2.89,4887
27,2.89,4789
28,2.85,4789
29,2.85,4789
30,2.81,4692
31,2.77,4496
32,2.81,4594
33,2.81,4692
34,2.85,4692
35,2.85,4692
36,2.85,4692
37,2.85,4692
38,2.85,4692
39,2.81,4692
40,2.81,4594
41,2.81,4594
42,2.81,4594
43,2.81,4594
44,2.77,4594
45,2.77,4594
46,2.77,4496
47,2.77,4496
48,2.77,4496
49,2.77,4496
50,2.73,4496
51,2.73,4496
52,2.73,4398
53,2.73,4398
54,2.73,4398
55,2.73,4398
56,2.73,4398
57,2.73,4398
58,2.73,4398
59,2.73,4398
60,2.73,4398
61,2.73,4398
62,2.73,4398
63,2.73,4398
64,2.69,4398
65,2.69,4398
66,2.69,4301
67,2.69,4398
68,2.69,4301
69,2.69,4301
70,2.69,4301
71,2.69,4301
72,2.69,4301
73,2.69,4301
74,2.69,4301
75,2.69,4301
76,2.69,4301
77,2.65,4301
78,2.69,4301
79,2.65,4301
80,2.65,4301
81,2.65,4301
82,2.65,4301
83,2.65,4203
84,2.65,4301
85,2.65,4203
86,2.65,4203
87,2.65,4203
88,2.65,4203
89,2.65,4203
90,2.65,4203
91,2.65,4203
92,2.65,4203
93,2.65,4203
94,2.65,4203
95,2.65,4203
96,2.65,4203
97,2.65,4203
98,2.65,4203
99,2.65,4203
100,2.65,4203
101,2.65,4203
102,2.65,4203
103,2.65,4203
104,2.65,4203
105,2.65,4203
106,2.65,4203
107,2.65,4203
108,2.65,4203
109,2.65,4203
110,2.65,4203
111,2.65,4203
112,2.65,4203
113,2.65,4203
114,2.65,4203
115,2.65,4203
116,2.65,4203
117,2.65,4203
118,2.65,4203
119,2.65,4203
120,2.65,4203
121,2.65,4203
122,2.65,4203
123,2.65,4203
124,2.65,4203
125,2.65,4203
126,2.65,4203
127,2.65,4203
128,2.65,4203
129,2.65,4203
130,2.65,4203
131,2.65,4203
132,2.65,4203
133,2.65,4203
134,2.61,4203
135,2.65,4203
136,2.61,4203
137,2.65,4203
138,2.65,4203
139,2.65,4203
140,2.65,4203
141,2.65,4203
142,2.65,4203
143,2.65,4203
144,2.65,4203
145,2.65,4203
146,2.65,4203
147,2.65,4203
148,2.65,4203
149,2.65,4203
150,2.65,4203
151,2.65,4203
152,2.65,4203
153,2.65,4203
154,2.65,4203
155,2.65,4203
156,2.65,4203
157,2.65,4203
158,2.65,4203
159,2.65,4203
160,2.65,4203
161,2.65,4203
162,2.65,4203
163,2.65,4203
164,2.65,4203
165,2.65,4203
166,2.65,4203
167,2.65,4203
168,2.65,4203
169,2.65,4203
170,2.65,4203
171,2.65,4203
172,2.65,4203
173,2.65,4203
174,2.65,4203
175,2.65,4203
176,2.65,4203
177,2.65,4203
178,2.65,4203
179,2.65,4203
180,2.65,4203
181,2.65,4203
182,2.65,4203
183,2.65,4203
184,2.65,4203
185,2.65,4203
186,2.65,4203
187,2.65,4203
188,2.65,4203
189,2.65,4203
190,2.65,4203
191,2.65,4203
192,2.65,4203
193,2.65,4203
194,2.65,4203
195,2.65,4203
196,2.65,4203
197,2.65,4203
198,2.65,4203
199,2.65,4203
200,2.65,4203
201,2.65,4203
202,2.65,4203
203,2.65,4203
204,2.65,4203
205,2.65,4203
206,2.61,4203
207,2.65,4203
208,2.65,4203
209,2.61,4203
210,2.65,4203
211,2.61,4203
212,2.65,4203
213,2.65,4203
214,2.61,4203
215,2.61,4203
216,2.61,4203
217,2.61,4203
218,2.61,4203
219,2.61,4203
220,2.61,4203
221,2.65,4203
222,2.61,4105
223,2.61,4203
224,2.61,4203
225,2.61,4203
226,2.61,4203
227,2.61,4203
228,2.61,4203
229,2.61,4203
230,2.61,4203
231,2.61,4203
232,2.61,4203
233,2.61,4203
234,2.61,4203
235,2.61,4203
236,2.61,4203
237,2.61,4203
238,2.61,4203
239,2.61,4203
240,2.65,4203
241,2.61,4203
242,2.61,4203
243,2.61,4203
244,2.61,4203
245,2.61,4203
246,2.61,4203
247,2.61,4203
248,2.61,4203
249,2.61,4203
250,2.61,4203
251,2.61,4203
252,2.61,4105
253,2.61,4203
254,2.61,4203
255,2.61,4203
256,2.61,4203
257,2.61,4203
258,2.61,4203
259,2.61,4203
260,2.61,4203
261,2.61,4203
262,2.61,4105
263,2.61,4203
264,2.61,4105
265,2.61,4203
266,2.61,4203
267,2.61,4203
268,2.61,4203
269,2.61,4203
